-------------- Insert cercado-------------------------------------------------------------------------------------------------------------------
INSERT INTO tb_cercado (cd_ovelha, cd_cabra, cd_cavalo, cd_burro,dt_verificacao_cercado)  VALUE ('80 ',' 64 ',' 61 ',' 53 ',' 2022-01-09 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('69 ',' 52 ',' 36 ',' 52 ',' 2022-01-20 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('47 ',' 56 ',' 75 ',' 67 ',' 2022-01-23 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('4 ',' 60 ',' 81 ',' 68 ',' 2022-01-20 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('76 ',' 2 ',' 92 ',' 98 ',' 2022-01-05 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('18 ',' 72 ',' 96 ',' 27 ',' 2022-01-10 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('33 ',' 64 ',' 2 ',' 68 ',' 2022-01-24 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('53 ',' 38 ',' 90 ',' 0 ',' 2022-01-22 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('12 ',' 97 ',' 1 ',' 69 ',' 2022-01-07 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('43 ',' 55 ',' 41 ',' 36 ',' 2022-01-18 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('47 ',' 98 ',' 65 ',' 30 ',' 2022-01-25 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('37 ',' 83 ',' 46 ',' 42 ',' 2022-01-18 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('64 ',' 32 ',' 68 ',' 95 ',' 2022-01-17 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('48 ',' 33 ',' 33 ',' 86 ',' 2022-01-06 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('32 ',' 91 ',' 82 ',' 26 ',' 2022-01-05 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('77 ',' 10 ',' 54 ',' 91 ',' 2022-01-05 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('31 ',' 43 ',' 19 ',' 34 ',' 2022-01-22 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('36 ',' 48 ',' 67 ',' 29 ',' 2022-01-12 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('94 ',' 24 ',' 80 ',' 16 ',' 2022-01-12 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('41 ',' 89 ',' 84 ',' 21 ',' 2022-01-01 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('18 ',' 29 ',' 52 ',' 16 ',' 2022-01-05 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('23 ',' 98 ',' 54 ',' 58 ',' 2022-01-06 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('42 ',' 14 ',' 96 ',' 31 ',' 2022-01-05 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('41 ',' 72 ',' 86 ',' 66 ',' 2022-01-31 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('43 ',' 11 ',' 78 ',' 74 ',' 2022-01-21 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('46 ',' 22 ',' 38 ',' 23 ',' 2022-01-02 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('67 ',' 94 ',' 97 ',' 71 ',' 2022-01-27 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('70 ',' 88 ',' 65 ',' 1 ',' 2022-01-08 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('23 ',' 59 ',' 46 ',' 83 ',' 2022-01-09 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('34 ',' 57 ',' 44 ',' 53 ',' 2022-01-16 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('95 ',' 60 ',' 25 ',' 5 ',' 2022-01-04 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('45 ',' 93 ',' 7 ',' 68 ',' 2022-01-15 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('33 ',' 84 ',' 64 ',' 58 ',' 2022-01-27 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('26 ',' 1 ',' 71 ',' 12 ',' 2022-01-28 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('84 ',' 75 ',' 80 ',' 97 ',' 2022-01-10 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('98 ',' 79 ',' 94 ',' 73 ',' 2022-01-09 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('46 ',' 83 ',' 1 ',' 99 ',' 2022-01-12 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('11 ',' 31 ',' 20 ',' 44 ',' 2022-01-23 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('65 ',' 3 ',' 68 ',' 97 ',' 2022-01-12 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('52 ',' 42 ',' 84 ',' 83 ',' 2022-01-03 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('88 ',' 91 ',' 48 ',' 64 ',' 2022-01-09 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('70 ',' 8 ',' 80 ',' 45 ',' 2022-01-19 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('89 ',' 51 ',' 54 ',' 4 ',' 2022-01-31 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('99 ',' 2 ',' 51 ',' 82 ',' 2022-01-16 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('74 ',' 20 ',' 41 ',' 27 ',' 2022-01-30 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('9 ',' 21 ',' 55 ',' 17 ',' 2022-01-16 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('10 ',' 45 ',' 54 ',' 6 ',' 2022-01-04 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('18 ',' 40 ',' 81 ',' 37 ',' 2022-01-14 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('98 ',' 48 ',' 17 ',' 36 ',' 2022-01-22 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('73 ',' 82 ',' 47 ',' 32 ',' 2022-01-30 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('58 ',' 27 ',' 56 ',' 91 ',' 2022-01-10 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('45 ',' 57 ',' 84 ',' 22 ',' 2022-01-14 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('97 ',' 82 ',' 60 ',' 73 ',' 2022-01-26 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('12 ',' 53 ',' 83 ',' 91 ',' 2022-01-14 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('11 ',' 61 ',' 40 ',' 87 ',' 2022-01-13 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('86 ',' 11 ',' 94 ',' 36 ',' 2022-01-15 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('52 ',' 16 ',' 92 ',' 91 ',' 2022-01-29 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('91 ',' 12 ',' 98 ',' 2 ',' 2022-01-07 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('98 ',' 43 ',' 44 ',' 43 ',' 2022-01-18 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('24 ',' 73 ',' 58 ',' 15 ',' 2022-01-23 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('60 ',' 52 ',' 5 ',' 83 ',' 2022-01-28 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('33 ',' 99 ',' 27 ',' 54 ',' 2022-01-29 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('76 ',' 35 ',' 43 ',' 59 ',' 2022-01-17 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('55 ',' 2 ',' 83 ',' 17 ',' 2022-01-21 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('95 ',' 77 ',' 60 ',' 27 ',' 2022-01-06 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('29 ',' 34 ',' 61 ',' 87 ',' 2022-01-29 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('93 ',' 77 ',' 81 ',' 42 ',' 2022-01-09 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('28 ',' 47 ',' 53 ',' 14 ',' 2022-01-18 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('76 ',' 58 ',' 7 ',' 1 ',' 2022-01-20 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('95 ',' 81 ',' 42 ',' 66 ',' 2022-01-16 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('73 ',' 44 ',' 90 ',' 84 ',' 2022-01-06 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('46 ',' 34 ',' 75 ',' 85 ',' 2022-01-09 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('46 ',' 57 ',' 7 ',' 48 ',' 2022-01-19 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('91 ',' 37 ',' 91 ',' 81 ',' 2022-01-01 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('52 ',' 58 ',' 83 ',' 92 ',' 2022-01-02 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('46 ',' 39 ',' 76 ',' 44 ',' 2022-01-03 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('67 ',' 87 ',' 58 ',' 51 ',' 2022-01-30 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('85 ',' 85 ',' 56 ',' 28 ',' 2022-01-06 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('7 ',' 15 ',' 18 ',' 50 ',' 2022-01-26 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('23 ',' 53 ',' 22 ',' 0 ',' 2022-01-25 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('86 ',' 65 ',' 2 ',' 67 ',' 2022-01-01 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('94 ',' 40 ',' 84 ',' 89 ',' 2022-01-18 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('88 ',' 20 ',' 39 ',' 10 ',' 2022-01-17 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('66 ',' 86 ',' 13 ',' 62 ',' 2022-01-10 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('94 ',' 17 ',' 10 ',' 82 ',' 2022-01-01 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('73 ',' 11 ',' 44 ',' 16 ',' 2022-01-21 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('59 ',' 13 ',' 78 ',' 94 ',' 2022-01-09 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('68 ',' 50 ',' 42 ',' 53 ',' 2022-01-20 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('12 ',' 96 ',' 82 ',' 9 ',' 2022-01-30 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('56 ',' 47 ',' 21 ',' 2 ',' 2022-01-21 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('77 ',' 37 ',' 57 ',' 97 ',' 2022-01-08 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('51 ',' 85 ',' 82 ',' 2 ',' 2022-01-18 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('52 ',' 68 ',' 7 ',' 13 ',' 2022-01-29 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('46 ',' 78 ',' 57 ',' 47 ',' 2022-01-04 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('12 ',' 23 ',' 1 ',' 44 ',' 2022-01-15 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('66 ',' 47 ',' 89 ',' 59 ',' 2022-01-31 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('55 ',' 34 ',' 91 ',' 74 ',' 2022-01-19 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('72 ',' 46 ',' 85 ',' 31 ',' 2022-01-25 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('90 ',' 65 ',' 75 ',' 94 ',' 2022-01-03 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('4 ',' 90 ',' 50 ',' 32 ',' 2022-01-14 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('24 ',' 39 ',' 51 ',' 10 ',' 2022-01-04 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('29 ',' 22 ',' 56 ',' 68 ',' 2022-01-08 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('60 ',' 84 ',' 27 ',' 9 ',' 2022-01-12 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('31 ',' 49 ',' 39 ',' 91 ',' 2022-01-25 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('74 ',' 14 ',' 55 ',' 68 ',' 2022-01-28 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('86 ',' 43 ',' 25 ',' 61 ',' 2022-01-25 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('20 ',' 24 ',' 14 ',' 48 ',' 2022-01-19 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('24 ',' 52 ',' 43 ',' 81 ',' 2022-01-10 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('20 ',' 39 ',' 51 ',' 16 ',' 2022-01-25 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('37 ',' 35 ',' 2 ',' 20 ',' 2022-01-18 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('3 ',' 14 ',' 0 ',' 26 ',' 2022-01-18 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('66 ',' 46 ',' 25 ',' 22 ',' 2022-01-22 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('89 ',' 37 ',' 48 ',' 74 ',' 2022-01-13 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('90 ',' 18 ',' 54 ',' 77 ',' 2022-01-25 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('13 ',' 9 ',' 41 ',' 5 ',' 2022-01-12 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('12 ',' 24 ',' 79 ',' 97 ',' 2022-01-01 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('26 ',' 38 ',' 12 ',' 17 ',' 2022-01-05 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('24 ',' 32 ',' 1 ',' 72 ',' 2022-01-25 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('74 ',' 86 ',' 68 ',' 59 ',' 2022-01-12 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('73 ',' 6 ',' 14 ',' 55 ',' 2022-01-16 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('40 ',' 7 ',' 34 ',' 19 ',' 2022-01-27 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('88 ',' 19 ',' 51 ',' 55 ',' 2022-01-24 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('52 ',' 62 ',' 60 ',' 81 ',' 2022-01-16 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('41 ',' 93 ',' 4 ',' 80 ',' 2022-01-02 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('48 ',' 12 ',' 78 ',' 1 ',' 2022-01-09 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('14 ',' 90 ',' 37 ',' 78 ',' 2022-01-03 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('10 ',' 64 ',' 84 ',' 74 ',' 2022-01-09 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('53 ',' 88 ',' 5 ',' 90 ',' 2022-01-17 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('92 ',' 86 ',' 32 ',' 55 ',' 2022-01-19 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('22 ',' 32 ',' 94 ',' 4 ',' 2022-01-11 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('85 ',' 98 ',' 0 ',' 81 ',' 2022-01-14 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('87 ',' 69 ',' 85 ',' 61 ',' 2022-01-29 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('17 ',' 22 ',' 32 ',' 69 ',' 2022-01-31 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('49 ',' 26 ',' 3 ',' 79 ',' 2022-01-05 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('77 ',' 59 ',' 80 ',' 36 ',' 2022-01-02 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('25 ',' 7 ',' 54 ',' 8 ',' 2022-01-08 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('74 ',' 39 ',' 51 ',' 59 ',' 2022-01-10 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('8 ',' 17 ',' 3 ',' 70 ',' 2022-01-25 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('28 ',' 62 ',' 94 ',' 22 ',' 2022-01-27 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('43 ',' 87 ',' 12 ',' 76 ',' 2022-01-03 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('74 ',' 22 ',' 67 ',' 48 ',' 2022-01-01 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('24 ',' 97 ',' 20 ',' 79 ',' 2022-01-17 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('58 ',' 61 ',' 38 ',' 69 ',' 2022-01-06 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('5 ',' 89 ',' 56 ',' 1 ',' 2022-01-29 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('56 ',' 56 ',' 84 ',' 49 ',' 2022-01-22 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('38 ',' 54 ',' 81 ',' 53 ',' 2022-01-30 ');
INSERT INTO tb_celeiro (cd_coelho,cd_vaca, cd_porco, cd_boi,dt_verificacao_celeiro)  VALUE ('5 ',' 3 ',' 13 ',' 13 ',' 2022-01-29 ');
